person_name,user_name,email,personal_number,birth_date,address,phone,mac_address,ip_address,iban,accessed_at,session_duration,download_speed,upload_speed,consumed_traffic,unique_id,updated_accessed_at
Florentina Pușcașu,florentinapușcașu,florentinapușcașu@141.ro,2081130157995,2004-03-02,"Drumul Dima Nr. 66 Bl. 44  Sc. 35 Ap. 918, Balan, 651318",0724 710 680,e5:5a:6e:a0:1c:80,152.123.141.104,RO88TPWI2690625124155206,2025-04-29 02:48:49,9343,939,749,22740,06c9c5bc-e4eb-4958-8efa-570724511bc8,2025-05-08 10:14:48
Grațiana Ababei,grațianaababei,grațianaababei@zzup.ro,4011004334510,1951-06-29,"Soseaua Nora Ene, Jibou, 163459",0233 132 055,fc:38:be:1d:5a:f4,62.137.66.47,RO53IPNN8061553239001467,2025-04-20 12:23:22,23904,745,529,312311,7b221d06-26ed-46b0-9eaf-005e9f5118a0,2025-05-08 10:14:48
Renata Stoica,renatastoica,renatastoica@email.ro,6730927172045,1933-07-09,"Intrarea Eleonora Marin Nr. 651, Ineu, 288621",0729 110 011,a2:57:df:28:8a:ad,7.166.186.246,RO94DBAW0827174370666755,2024-09-08 02:11:32,10171,593,63,187723,2d976059-598a-4eb9-9e5d-0e423b18553d,2025-05-08 10:14:48
Cătălin Pușcașu,cătălinpușcașu,cătălinpușcașu@zzup.ro,5950327102576,1914-10-04,"Bulevardul Frederic Niță Nr. 33 Bl. 74  Sc. 44 Ap. 482, Floresti, 537497",0745 246 120,70:b3:06:e8:cd:4b,83.114.157.89,RO78IIEM0690748659465782,2024-10-16 22:45:45,13584,150,164,144313,1d35ec84-0576-449d-bab4-e478db13b0f1,2025-05-08 10:14:48
Oana Aanei,oanaaanei,oanaaanei@acasa.ro,6630713023513,1918-07-04,"Intrarea Manole Nr. 314 Bl. 56  Sc. 51 Ap. 390, Bals, 875121",0238 850 697,5e:ca:02:c3:52:7e,42.25.176.59,RO13VDZD7649362567595156,2025-03-16 04:31:26,24197,447,681,1964468,673c8fdf-d6c9-41b2-8748-cf78f4533257,2025-05-08 10:14:48
Corneliu Stoica,corneliustoica,corneliustoica@acasa.ro,6970121239908,1930-03-20,"Strada Dumitrescu Nr. 58, Simeria, 662144",0769 138 374,db:07:35:34:df:5a,123.30.159.106,RO41LKOU2616658746100562,2024-08-22 23:45:53,17496,396,779,1654579,af19a1cf-17cc-4bae-995d-0cc7225ccfb0,2025-05-08 10:14:48
Dalia Pop,daliapop,daliapop@kappa.ro,1891002023425,1932-09-27,"Bulevardul Theodor Oprea Nr. 951, Targu Secuiesc, 935747",0255 273 722,d7:e0:bc:f2:ce:40,2.189.61.254,RO58LFIU2055620209235691,2025-01-27 14:36:16,32125,241,502,378130,71581940-fa61-4a9d-9ce5-ca45df8e09d1,2025-05-08 10:14:48
Ioanina Popa,ioaninapopa,ioaninapopa@gmail.com,6470930375023,1940-08-16,"Intrarea Cristea Nr. 10, Cluj-Napoca, 192223",0732 954 749,f6:8b:ed:e4:a5:97,89.44.42.203,RO04ERZO7969393069692475,2024-09-11 10:04:10,23092,936,514,962058,1f95b57f-6122-4b08-be03-fe930e09a78e,2025-05-08 10:14:48
Dafina Diaconescu,dafinadiaconescu,dafinadiaconescu@acasa.ro,4190611305625,1954-06-05,"Intrarea Eftimie Nr. 63, Otelu Rosu, 140081",0252 629 741,01:20:dd:11:04:52,222.156.98.32,RO76MFRN9542995048647428,2024-11-24 00:07:44,11552,379,592,1750856,10fecb98-af7a-4778-9bbd-3fdc933ea030,2025-05-08 10:14:48
Loredana Tudor,loredanatudor,loredanatudor@acasa.ro,3820902133417,1982-09-20,"Intrarea Marin, Peretu, 975338",0732 378 587,09:c2:f9:26:4d:65,164.116.88.115,RO45HTNM3713356669942461,2024-09-19 22:32:53,20778,19,564,1849000,8320d762-e9d1-4ede-b813-e0325a65e841,2025-05-08 10:14:48
Viviana Ene,vivianaene,vivianaene@post.ro,7410131237038,1978-08-04,"Strada Ene, Harsova, 459425",0753 616 155,91:07:b9:03:80:ee,16.219.219.185,RO50IJZO0428123728852115,2025-01-07 15:12:34,28733,950,242,1394541,de8ee603-a10f-4b3c-a72f-edf1e462d223,2025-05-08 10:14:48
Rica Gheorghiu,ricagheorghiu,ricagheorghiu@acasa.ro,3680818413293,1991-06-30,"Drumul Tomescu Nr. 84, Ploiesti, 622053",0232 457 053,91:e6:fa:97:80:f9,63.133.151.210,RO36RVBU2115880904334185,2024-12-23 05:14:22,35742,926,284,1576868,acf5b478-ce96-4654-98e4-aff1ac828e1b,2025-05-08 10:14:48
Veta Marin,vetamarin,vetamarin@141.ro,5300606390911,1966-04-17,"Drumul Aanei Nr. 631, Sebes, 253950",0749 146 936,7b:1e:e8:c4:65:85,181.70.70.183,RO05WCUI4861343143298352,2025-04-27 07:55:54,20446,292,763,1738214,ff089e13-71bb-4b52-bd40-2e4054440bac,2025-05-08 10:14:48
Ivan Dobre,ivandobre,ivandobre@email.ro,7470813054651,2021-05-07,"Intrarea Răducu Georgescu Nr. 51, Moldova Veche, 518657",0758 261 899,7a:15:9e:db:da:64,18.12.66.40,RO39DOCI0527059473654224,2024-11-01 08:30:41,16417,661,121,194295,cd3f9870-c2f8-4280-b27d-6253c9c9c23f,2025-05-08 10:14:48
Dorinel Barbu,dorinelbarbu,dorinelbarbu@email.ro,8450727162481,1972-01-21,"Soseaua Ababei, Moreni, 455625",0729 687 409,34:36:50:c5:6b:9b,108.248.159.206,RO90SUEL2509647081081513,2025-05-03 23:28:53,32877,927,20,1166426,bbcaff05-2330-4d5b-83e1-6a05859e7dca,2025-05-08 10:14:48
Florentin Suciu,florentinsuciu,florentinsuciu@email.ro,8420315255765,1956-08-09,"Soseaua Barbu, Stei, 878864",0751 603 325,8b:35:2c:08:41:8b,75.150.60.178,RO18YNCE9570004498698628,2025-02-15 17:32:33,28562,458,346,1792013,8ee0043a-c98d-48d7-88e0-1ca89dea122e,2025-05-08 10:14:48
Evanghelina Gheorghiu,evanghelinagheorghiu,evanghelinagheorghiu@gmail.com,2160425380393,1952-03-18,"Aleea Janeta Dobre Nr. 13, Topoloveni, 332587",0737 320 976,69:93:6f:53:28:2d,60.67.146.225,RO89ZZQC0069193094195062,2024-05-28 09:03:55,17724,542,14,1737737,8e9a3711-5083-4314-96ee-bed13bb78e6a,2025-05-08 10:14:48
Anghel Stoica,anghelstoica,anghelstoica@email.ro,7120128355601,1956-04-26,"Soseaua Ardelean, Boldesti-Scaeni, 942050",0721 779 541,2c:12:15:4b:d5:c2,40.92.238.23,RO19KSWF4004934847320776,2024-06-10 01:58:11,14972,623,167,1253339,952ec610-3d31-4926-8437-c61866410516,2025-05-08 10:14:48
Voichița Stănescu,voichițastănescu,voichițastănescu@kappa.ro,2810415438474,1911-03-03,"Intrarea Theodor Dumitrescu, Bacau, 723062",0788 698 127,cd:ed:c4:3c:fd:9b,203.222.115.124,RO12OJOK5895762140175424,2025-02-15 03:41:38,34973,508,82,1313560,a1db1c54-a6ae-47b6-89d0-9a4752a66f41,2025-05-08 10:14:48
Horia Toma,horiatoma,horiatoma@post.ro,8750422047396,1991-12-10,"Aleea Aanei Nr. 54 Bl. 12  Sc. 46 Ap. 432, Cajvana, 632343",0731 838 789,aa:00:1a:50:c8:24,105.28.56.124,RO66AARH7758155529266187,2024-05-09 12:58:22,34490,455,448,1706898,2c282d75-0a14-461c-9beb-e6582a37b7d2,2025-05-08 10:14:48
Dorin Stoica,dorinstoica,dorinstoica@gmail.com,5600430157635,1974-10-13,"Intrarea Silviu Manole, Campina, 837496",0739 520 673,1b:d3:0d:be:69:5d,52.123.54.230,RO35LCLI5295787418247392,2024-05-31 16:48:51,35784,793,43,320197,d4973afe-25aa-4518-941e-5681c057aad3,2025-05-08 10:14:48
Ionela Stoica,ionelastoica,ionelastoica@kappa.ro,1970115425925,1977-07-25,"Bulevardul Stănescu Nr. 788, Corund, 853505",0770 261 754,d2:c1:6f:24:33:02,93.215.160.202,RO27YDUR1178812957703558,2024-05-10 20:25:29,11198,163,496,1913362,0500e2e1-d3ea-42ac-80dc-be5a49379f99,2025-05-08 10:14:48
Cezar Nistor,cezarnistor,cezarnistor@kappa.ro,5390817462951,2001-01-07,"Aleea Ioniță Nr. 463 Bl. 51  Sc. 86 Ap. 380, Ludus, 268044",0248 354 446,92:35:a4:a3:27:21,19.245.204.249,RO19MDCN9954921966302776,2025-01-21 08:50:30,31383,754,369,487641,f7ac450c-9fde-4427-81cc-15d7990b25ee,2025-05-08 10:14:48
Claudiu Dinu,claudiudinu,claudiudinu@gmail.com,1160915048531,1959-06-25,"Strada Nemeș Nr. 29, Petrila, 635413",0770 993 491,0b:46:ed:12:9c:d6,56.60.228.136,RO05SVTK0187744664855042,2025-02-19 03:42:44,35833,965,55,1542950,4bb10f8f-1141-498c-85dc-dc15aa275df9,2025-05-08 10:14:48
Giorgian Dobre,giorgiandobre,giorgiandobre@post.ro,4751216310960,1975-12-11,"Aleea Ilarion Diaconescu, Marghita, 783994",0256 261 532,a8:63:89:ef:09:0c,44.185.234.43,RO91CDLO1864989514053428,2025-03-02 04:09:45,5488,842,255,927117,41d1c06e-c48b-4ae5-afdc-dcec2434263e,2025-05-08 10:14:48
Eugenia Marin,eugeniamarin,eugeniamarin@acasa.ro,6250823356514,1963-12-15,"Soseaua Mocanu Nr. 17 Bl. 84  Sc. 23 Ap. 975, Ramnicu Sarat, 801798",0750 196 965,8a:f6:ec:55:b6:5c,163.191.242.202,RO49DVTF1625320399005714,2024-07-25 10:35:05,18306,502,475,59202,e747b14b-60f7-4ac9-a617-192baca3be92,2025-05-08 10:14:48
Isabela Gheorghiu,isabelagheorghiu,isabelagheorghiu@acasa.ro,6861120368607,1973-10-31,"Aleea Aanei Nr. 251 Bl. 70  Sc. 28 Ap. 993, Horodnic de Sus, 978796",0749 433 708,53:d3:31:f6:de:50,219.232.117.207,RO62UTHV1818113528804961,2025-03-16 14:13:01,17337,506,373,1647562,607c21cb-f018-41a2-b483-1bc70c9a9649,2025-05-08 10:14:48
Vladimir Gheorghiu,vladimirgheorghiu,vladimirgheorghiu@zzup.ro,8820929333204,2003-03-17,"Intrarea Barbu Nr. 92, Tomesti, 380945",0241 987 856,66:21:a1:36:68:57,87.171.158.240,RO32DIIF7888291425523753,2024-05-10 07:15:47,24512,785,486,1845314,027721b8-5542-4db4-9001-30c1d0f8d459,2025-05-08 10:14:48
Daciana Georgescu,dacianageorgescu,dacianageorgescu@gmail.com,8790916320823,1994-03-16,"Strada Maria Pop Nr. 331, Savinesti (Poiana Teiului), 158803",0239 947 075,4c:e9:83:99:80:f0,222.46.117.189,RO69QOBD3781441210242380,2024-11-04 00:12:09,14426,904,657,1784518,eaca7368-32f3-494d-ba58-b6f73e09efaf,2025-05-08 10:14:48
Camelia Popescu,cameliapopescu,cameliapopescu@141.ro,2771123074075,1909-06-09,"Drumul Maximilian Manole, Tarnaveni, 130369",0264 064 319,4c:d1:a4:c0:43:3d,104.42.177.14,RO03BJMB6316422829592135,2025-03-18 08:54:33,26223,866,697,1783122,d008ff66-66bd-485b-8f25-d225d620f284,2025-05-08 10:14:48
Lioara Suciu,lioarasuciu,lioarasuciu@gmail.com,4710724296791,2020-11-26,"Soseaua Flaviu Florea Nr. 34 Bl. 97  Sc. 24 Ap. 668, Onesti, 668409",0252 397 062,c7:36:61:40:18:9f,201.84.158.163,RO91ZABD2927895735731170,2025-01-16 22:49:43,29547,721,645,1037932,ae5553ba-0b16-4390-8cf5-0d881da14150,2025-05-08 10:14:48
Dominic Diaconu,dominicdiaconu,dominicdiaconu@kappa.ro,5510207518609,1915-02-10,"Drumul Iulian Stan Nr. 236 Bl. 11  Sc. 16 Ap. 597, Roseti, 278026",0244 933 065,d9:51:e8:9f:33:db,105.29.140.177,RO12GEJV4354850366710860,2024-07-19 02:23:03,13483,856,38,932601,64c572d4-310c-4aaa-9537-c8584b1e9dd7,2025-05-08 10:14:48
Fabiana Aanei,fabianaaanei,fabianaaanei@kappa.ro,1300819336760,1957-08-27,"Aleea Nistor Nr. 78 Bl. 78  Sc. 18 Ap. 973, Dorohoi, 867357",0233 536 223,89:2b:4d:c6:cd:44,103.212.236.144,RO65BEYK8367188985154071,2024-07-19 13:43:30,9770,307,222,1979152,b888cafc-a239-468e-8132-2d58531394b4,2025-05-08 10:14:48
Julieta Oprea,julietaoprea,julietaoprea@zzup.ro,2340518037524,1947-01-15,"Aleea Aanei Nr. 27 Bl. 53  Sc. 55 Ap. 691, Simleu Silvaniei, 622441",0242 185 386,53:c9:31:4e:0c:21,88.17.204.17,RO51UTIS4648472051677912,2024-09-21 17:01:42,2356,573,641,1621557,47aa5b84-59a1-4a13-94b2-2eb47d689043,2025-05-08 10:14:48
Sever Aanei,severaanei,severaanei@gmail.com,5460221061385,1965-04-17,"Aleea Mocanu Nr. 48 Bl. 68  Sc. 25 Ap. 457, Titu, 146156",0735 446 953,f1:dd:5c:94:52:5e,63.137.154.203,RO65ITKR3255780204737741,2024-11-29 07:47:27,24857,75,85,1781297,a9536880-66db-45c3-8ad2-75f43af1d8f5,2025-05-08 10:14:48
Benone Aanei,benoneaanei,benoneaanei@kappa.ro,5560610010961,2018-11-10,"Bulevardul Iosif Mocanu Nr. 665 Bl. 77  Sc. 65 Ap. 182, Radauti, 584110",0231 559 506,16:79:ca:41:b8:a8,159.155.136.214,RO22NNDC3127703528980920,2025-03-22 08:59:58,31062,314,62,1649787,af53e856-9f4b-498b-87f7-6c06f384be35,2025-05-08 10:14:48
Natalia Tomescu,nataliatomescu,nataliatomescu@email.ro,3710313052193,1993-06-06,"Drumul Stoica Nr. 911 Bl. 84  Sc. 46 Ap. 674, Tasnad, 213547",0762 688 781,4f:1c:01:ad:17:e0,83.158.239.31,RO49AJGG9468083923791174,2024-12-01 07:46:31,9206,919,738,338755,8e633fa7-04dc-4acd-a156-22c3d863d599,2025-05-08 10:14:48
Jana Aanei,janaaanei,janaaanei@post.ro,6200707170602,1930-01-14,"Strada Tomescu, Rasnov, 910507",0266 546 276,0d:a6:41:e6:70:0b,17.13.210.33,RO78BMBB7310101125945023,2024-09-17 00:08:39,33850,576,787,1057151,0327fde0-5351-43df-9b0d-7a71c8fc183d,2025-05-08 10:14:48
Zaraza Dima,zarazadima,zarazadima@141.ro,4740706048430,1951-06-02,"Strada Preda Nr. 58 Bl. 23  Sc. 68 Ap. 147, Covasna, 995469",0255 222 072,d0:48:df:ee:ac:9c,134.181.234.153,RO52ABJG9378145397569896,2024-06-10 22:23:25,28939,891,281,1349994,3b615884-2d4f-4109-9afb-5d0017e5ea62,2025-05-08 10:14:48
Maximilian Nemeș,maximiliannemeș,maximiliannemeș@gmail.com,7110723022772,1918-06-02,"Soseaua Sabrina Stancu Nr. 70, Dragasani, 472288",0242 249 092,4c:73:64:35:08:5c,133.249.158.53,RO70GMYY5227443222304457,2024-07-23 22:44:17,16888,682,547,1804474,9b305ae9-0509-47e4-9341-53ef1e872097,2025-05-08 10:14:48
Jasmina Dima,jasminadima,jasminadima@acasa.ro,8830923209737,2003-05-28,"Aleea Ariadna Dobre Nr. 401, Arad, 898916",0266 305 739,cb:67:c9:50:0b:eb,221.220.109.236,RO17AKDP8016371499656316,2025-01-03 07:44:52,25697,840,299,1332351,6c9b12cd-d552-47ff-a046-d06f88f6de93,2025-05-08 10:14:48
Mona Oprea,monaoprea,monaoprea@141.ro,4540327293097,1986-07-30,"Intrarea Malvina Nemeș, Deta, 144299",0732 367 216,a1:37:a8:27:08:4d,204.212.105.225,RO60XWMY5676774397787011,2024-10-11 03:43:41,28262,229,430,1403631,a3e85282-1547-47ba-a7cc-e284a805ebc1,2025-05-08 10:14:48
Caius Dinu,caiusdinu,caiusdinu@post.ro,5840625270675,1959-10-03,"Aleea Ene, Peretu, 254359",0753 581 834,4a:f1:91:d6:bc:9d,171.157.218.51,RO63KAUM4967818722097172,2025-03-29 15:07:00,23696,340,363,692185,cbd3ee76-f747-4989-869b-153db4b4544e,2025-05-08 10:14:48
Haralambie Tomescu,haralambietomescu,haralambietomescu@141.ro,3970105350931,1972-08-28,"Aleea Pamfil Manole, Fundeni, 981099",0246 308 761,09:df:13:56:d1:ae,113.55.108.45,RO24SWFA5837877526160559,2025-02-19 17:00:54,25393,54,374,1454348,d62a3fcf-4e27-4aea-a400-d4d10cdc1209,2025-05-08 10:14:48
Valeria Florea,valeriaflorea,valeriaflorea@gmail.com,8580329453690,1931-10-31,"Strada Mazilescu Nr. 20 Bl. 95  Sc. 98 Ap. 920, Giarmata, 962978",021 177 9398,aa:ad:71:0a:02:e7,162.37.58.185,RO08KUKQ0211205272342043,2024-08-21 19:56:19,10089,360,33,463962,eafdf7be-a8ce-4a51-93e0-6a5d72c31d5c,2025-05-08 10:14:48
Smaranda Albu,smarandaalbu,smarandaalbu@141.ro,8630905128147,2024-08-24,"Drumul Preda, Chisineu-Cris, 630139",0759 742 502,ba:97:5e:c4:32:58,9.71.196.242,RO06OPDW9629930645560788,2025-02-12 02:34:06,618,683,400,1289037,31a4001f-1bb0-4e11-8495-6e6b70d3f258,2025-05-08 10:14:48
Sofia Diaconescu,sofiadiaconescu,sofiadiaconescu@email.ro,2690722103825,1927-07-04,"Drumul Suciu Nr. 652, Magurele, 354147",0734 071 949,eb:38:74:4c:03:78,171.239.204.154,RO77YYHA4074540108179233,2024-05-29 21:07:31,10703,518,641,1768050,a4df4766-4bee-438e-9a0d-fab00824412a,2025-05-08 10:14:48
Adelin Cristea,adelincristea,adelincristea@email.ro,1710209253710,1959-12-11,"Bulevardul Marin Nr. 54 Bl. 90  Sc. 60 Ap. 834, Sibiu, 998557",0742 887 585,f1:c1:a1:38:fe:39,205.150.76.135,RO96FUWC4649793408180762,2025-04-13 17:42:38,28645,402,382,971339,53063284-9daf-47e8-9a8a-56f0f4bdeb63,2025-05-08 10:14:48
Ozana Dima,ozanadima,ozanadima@acasa.ro,1580728159381,1921-11-01,"Strada Oprea Nr. 131, Turnu Magurele, 515271",0758 798 200,81:28:2c:af:c9:f9,178.97.193.33,RO15PQZM5663891742811972,2024-06-07 04:00:26,9644,569,446,1662150,5e6ce2ee-2dc0-43c7-b286-169875c64c09,2025-05-08 10:14:48
Pamfil Mocanu,pamfilmocanu,pamfilmocanu@post.ro,6710115321111,1938-06-22,"Drumul Stoica, Cornetu, 734229",0231 246 068,ce:4c:8e:35:44:78,202.237.105.141,RO09XDIA8590346529706791,2024-05-25 10:05:25,34844,810,781,751432,daf2180c-1010-459a-9fa5-3a7f42e0b7bd,2025-05-08 10:14:48
Viorela Stănescu,viorelastănescu,viorelastănescu@post.ro,5421128366121,2024-11-11,"Aleea Cazimir Suciu Nr. 995, Miercurea-Ciuc, 618609",0243 669 302,e0:f3:40:f2:05:4a,179.85.102.27,RO30TFCL6021400634228016,2025-03-23 10:01:50,6546,166,532,387664,39a7da59-c040-46ff-9140-f27cf855e166,2025-05-08 10:14:48
Carolina Dumitrescu,carolinadumitrescu,carolinadumitrescu@141.ro,1860420069032,1949-02-24,"Bulevardul Nistor Nr. 14 Bl. 72  Sc. 21 Ap. 130, Cristuru Secuiesc, 609536",0235 620 116,19:cc:4c:72:12:23,222.218.56.204,RO53HYCF7027503047681597,2024-11-28 13:42:47,4757,688,435,1522891,af32d99b-9fe6-435c-8033-89144dcf1c48,2025-05-08 10:14:48
Cătălin Stan,cătălinstan,cătălinstan@141.ro,3820720265853,1953-11-23,"Strada Nemeș, Giarmata, 867061",0254 763 704,c5:75:ea:34:27:3f,163.247.105.5,RO37PTSF0936964769708575,2024-09-03 08:46:58,26110,806,158,8876,99c2e181-3493-412e-809c-9c3c69f55c70,2025-05-08 10:14:48
Aura Dinu,auradinu,auradinu@post.ro,8791028201972,1986-06-27,"Strada Barbu Nr. 79 Bl. 78  Sc. 13 Ap. 393, Ocna Mures, 276433",0750 801 305,e5:26:f0:6d:2a:b2,48.177.113.88,RO76PVOJ7658223793680006,2024-12-11 20:24:04,8260,343,685,977145,dc32c1c9-c23f-4ae2-bfe2-bc23bb9da7c4,2025-05-08 10:14:48
Alexandra Dima,alexandradima,alexandradima@141.ro,5930711377723,1990-04-07,"Soseaua Marin, Bals, 518387",0250 677 401,a1:4b:6c:60:68:f0,193.183.133.241,RO53OOCR0848601151114710,2024-09-02 22:06:47,8160,682,397,504014,24ac8f9a-5740-4438-85c7-896a30d19653,2025-05-08 10:14:48
Iustinian Nistor,iustiniannistor,iustiniannistor@post.ro,8630909059876,1911-10-02,"Bulevardul Cristea Nr. 84 Bl. 27  Sc. 28 Ap. 219, Rasinari, 669683",0237 621 637,56:88:38:24:23:d7,36.142.178.216,RO11VYWB3083598352190019,2025-01-29 03:01:31,14374,272,120,1665234,6d4a6720-e8ad-43e0-9984-114eaff24baa,2025-05-08 10:14:48
Theodor Marin,theodormarin,theodormarin@post.ro,2100420514556,2018-04-19,"Bulevardul Dalia Barbu Nr. 45, Raducaneni, 465769",0250 056 902,6b:23:a5:38:bc:ea,116.114.215.46,RO08UUEF0899113756854382,2024-08-18 20:10:36,16423,65,381,463902,ffe2f472-4eae-42f4-80d3-7d121be6d11a,2025-05-08 10:14:48
Cosmina Popa,cosminapopa,cosminapopa@acasa.ro,7520528394201,1986-11-18,"Intrarea Pușcașu Nr. 905 Bl. 44  Sc. 44 Ap. 511, Marasesti, 145125",0785 035 570,c2:58:56:23:cf:ae,5.184.204.28,RO77RCGA9312006187155028,2024-12-05 10:37:52,12038,996,128,1204516,ef9a1087-3018-4571-b7ff-5d706d81e344,2025-05-08 10:14:48
Narcis Diaconescu,narcisdiaconescu,narcisdiaconescu@kappa.ro,2440530157748,1930-07-18,"Aleea Adelaida Ioniță Nr. 720, Corabia, 777258",0244 308 137,4b:f0:04:76:8d:9d,82.170.55.118,RO44OYJS8820436520818826,2024-05-24 06:59:04,25643,515,147,966464,d9dd8732-95ac-4a49-b4b4-4b9d6b76aafa,2025-05-08 10:14:48
Amedeu Pop,amedeupop,amedeupop@acasa.ro,8330621466744,1957-04-30,"Drumul Tudor Nr. 201 Bl. 89  Sc. 87 Ap. 964, Sacele, 704637",0233 737 679,90:3b:0f:42:25:ec,95.238.142.235,RO63RFPQ5750581743539015,2024-05-09 23:35:42,856,132,442,1431037,c95baeec-756b-4b5d-b5b1-7a2cd9b66aaf,2025-05-08 10:14:48
Dochia Ene,dochiaene,dochiaene@141.ro,8370922220813,1965-12-22,"Intrarea Ababei Nr. 39, Berceni, 783878",0251 983 953,74:44:c5:8c:d8:e4,42.186.93.79,RO19RAQY5132248174205680,2024-11-09 20:03:00,5734,51,676,1930968,a6fe9957-30c6-40b2-85e3-445b8eb7f793,2025-05-08 10:14:48
Nicoară Ioniță,nicoarăioniță,nicoarăioniță@post.ro,1181021307873,1934-07-12,"Soseaua Mocanu Nr. 279 Bl. 14  Sc. 84 Ap. 965, Bistrita, 474550",0244 177 612,08:88:49:80:a5:1c,163.131.170.209,RO77FALU2454985757061177,2024-05-30 07:57:36,35181,930,693,1317141,338206e6-d340-4722-8bd6-ecfb4b148d18,2025-05-08 10:14:48
Petre Dobre,petredobre,petredobre@zzup.ro,7411206213783,1915-03-04,"Strada Ababei Nr. 997 Bl. 40  Sc. 40 Ap. 988, Codlea, 536868",0726 591 393,fa:30:e3:a2:4d:87,81.156.186.161,RO93AMNO4457596840187671,2025-02-06 03:16:26,14707,451,594,1578420,16f5d00d-39b8-4ac5-b2c1-3f6232a4fe77,2025-05-08 10:14:48
Olimpiu Tomescu,olimpiutomescu,olimpiutomescu@email.ro,2670216459001,2010-07-13,"Soseaua Manole, Cisnadie, 934569",0727 607 852,2a:17:a0:4a:d6:cb,91.113.157.33,RO60JRQT0844171859986965,2024-05-25 17:33:56,32722,92,136,37615,4334db84-11c2-4e05-9aec-66bcebb505df,2025-05-08 10:14:48
Profira Diaconu,profiradiaconu,profiradiaconu@kappa.ro,3370326301251,1974-08-26,"Aleea Tudor Nr. 79, Agnita, 118693",0728 165 430,b4:c3:1e:b9:10:9e,12.9.236.142,RO04DINH2200364401932451,2024-12-31 20:15:14,11778,855,134,207225,5bd580f1-b6f3-4b33-833d-da29d484a6ac,2025-05-08 10:14:48
Margareta Dima,margaretadima,margaretadima@acasa.ro,2841103028309,1996-10-24,"Strada Georgescu Nr. 44, Peris, 598111",0267 603 245,cd:c7:30:ba:5b:47,60.59.108.145,RO66QBSV8593945391195023,2024-07-01 11:52:00,11292,421,786,195870,3412eb67-7d7f-481e-a74e-067d33613130,2025-05-08 10:14:48
Malvina Diaconescu,malvinadiaconescu,malvinadiaconescu@141.ro,7450822516567,1947-12-12,"Aleea Diaconu Nr. 59 Bl. 84  Sc. 45 Ap. 543, Baia Sprie, 967400",0241 845 655,e4:16:c1:41:d2:e3,159.196.143.50,RO09UQAK3008233427711569,2025-01-11 04:37:44,33284,576,732,1761144,1623a9b1-e71f-43f0-bb0f-8a54d2378909,2025-05-08 10:14:48
Eugen Diaconescu,eugendiaconescu,eugendiaconescu@zzup.ro,1861111235312,1979-02-12,"Aleea Florea Nr. 26 Bl. 19  Sc. 27 Ap. 685, Sangeorgiu de Mures, 999970",0241 026 645,75:61:a9:45:f4:b4,24.138.133.240,RO35KZQB9121559161797879,2024-06-23 18:31:44,22636,280,165,1425387,d18f85ce-7bc5-4f60-a8fb-ce2ac7bd41a8,2025-05-08 10:14:48
Iustina Dinu,iustinadinu,iustinadinu@gmail.com,7500212275475,1961-05-04,"Drumul Diaconescu Nr. 564, Fagaras, 536567",0735 017 528,01:57:49:b2:68:db,70.65.6.28,RO95JMTF5476930889980994,2024-08-12 20:46:41,5530,404,441,738946,629c546b-6b3a-4ae8-a566-585f4ad620b8,2025-05-08 10:14:48
Jan Manole,janmanole,janmanole@gmail.com,8710731202849,2008-06-16,"Intrarea Stoica Nr. 97 Bl. 69  Sc. 40 Ap. 508, Buzau, 703977",0711 168 762,ba:62:a7:2b:a8:d4,102.78.114.237,RO45APAT8336080978307015,2024-10-02 05:30:27,15987,470,618,1302752,7034dd35-1db2-457b-a6f1-388aadcfe3cc,2025-05-08 10:14:48
Ivona Barbu,ivonabarbu,ivonabarbu@zzup.ro,2900322308551,1974-06-19,"Bulevardul Tudor Nr. 10, Cornetu, 758987",0245 333 344,2c:f5:3f:07:3d:33,219.48.183.65,RO67SOZZ0050453392253157,2024-05-24 09:51:10,15276,21,515,1481865,1919b66b-c2d1-4039-88f2-1eeea4d1de12,2025-05-08 10:14:48
Lascăr Ioniță,lascărioniță,lascărioniță@email.ro,3710207155638,1953-02-16,"Strada Fabian Stoica, Pipera (Voluntari), 938577",0759 321 090,5b:22:90:0a:4b:f8,144.141.73.48,RO10MGEA0415244788482783,2025-03-05 20:01:59,17635,606,473,918232,c58f8e20-775e-4b5f-9026-d91aa24a21bb,2025-05-08 10:14:48
Alberta Popa,albertapopa,albertapopa@email.ro,6390504109039,2015-12-05,"Intrarea Nemeș Nr. 37, Calarasi, 782612",0244 010 850,54:ce:18:72:2b:b5,88.212.167.215,RO30QLLL9650879962478585,2024-05-16 01:22:58,25897,394,379,1455842,560d92e6-0204-4f7d-b1ca-60a5f2a54f07,2025-05-08 10:14:48
Maricica Ene,maricicaene,maricicaene@email.ro,7071224413693,1929-10-31,"Soseaua Mocanu Nr. 77 Bl. 93  Sc. 23 Ap. 398, Calafat, 181659",0753 596 101,09:bf:f0:44:a3:8f,55.230.165.23,RO92TNVQ9083243893551844,2024-05-13 22:11:48,28578,687,103,3280,f5fb13ee-645c-4c48-9c69-89427d5dae2f,2025-05-08 10:14:48
